"","x"
"1",0.00197499432735111
"2",0.0199960934862237
"3",0.0065609076073693
"4",0.0310609636713209
"5",0.011860022205026
"6",0.0183847417698652
"7",0.0005783151021251
"8",0.00514642390349239
"9",0.00547856895963398
"10",0.00101640977906708
"11",0.0134712788501507
"12",0.00932614987292809
"13",0.0234778264468983
"14",0.00522459058606628
"15",0.00148750228598023
"16",0.00866779246209779
"17",0.00708256769445767
"18",0.00661844451547795
"19",0.00475901042537732
"20",0.0196386733589455
"21",0.00385980512379797
"22",0.0189284226853534
"23",0.024138789016415
"24",0.0221528325286326
"25",0.0156399931399938
"26",0.0176948246824717
"27",0.00907590113778897
"28",0.0115431553632153
"29",0.0145212763045254
"30",0.00676341264083209
"31",0.0182790458385814
"32",0.0133666689443938
"33",0.0185613756132382
"34",0.014613071255388
"35",0.0160316315537424
"36",0.00965136256976641
"37",0.0124728144807687
"38",0.0138703992614458
"39",0.0100111442594021
"40",0.0138364739839513
"41",0.0169161430571714
"42",0.0257836710489316
"43",0.016452342961657
"44",0.000383228260683867
"45",0.0253935895872794
"46",0.00884545114909548
"47",0.0128593806002264
"48",0.0219808096307175
"49",0.00795026534454773
"50",0.00709521122738205
"51",0.00552269112759964
"52",0.0156041919234794
"53",0.00939830683194991
"54",0.021682193751279
"55",0.00590239776016822
"56",0.00328985225923856
"57",0.0109240104517851
"58",0.0326216800742538
"59",0.0056162102384753
"60",0.00651718823850472
"61",1.31856144061569e-05
"62",0.0203264547316364
"63",0.0156554727691356
"64",0.00373915304288129
"65",0.0107642863297573
"66",0.0110952497011642
"67",0.0258226588166872
"68",0.0486844264009683
"69",0.0115484167999199
"70",0.00280379578805842
"71",0.0183735286382775
"72",0.0210650927124685
"73",0.00438737624331864
"74",0.0141125561619965
"75",0.0158168798372249
"76",0.0253266499343324
"77",0.00603669513905141
"78",0.0297075309202307
"79",4.29010092534364e-12
"80",3.11007013856581e-09
"81",0.0124932621405922
"82",0.019862335990708
"83",0.00559104406515842
"84",0.00959752733213192
"85",0.0101691185573243
"86",0.00243688681843949
"87",0.0140736340803846
"88",0.0189605867475565
"89",0.00220759355907988
"90",0.00772608550437603
"91",0.0175381333817501
"92",0.0310888664547902
"93",0.0207086537176873
"94",0.0180741992601957
"95",0.016936015002447
"96",0.0115873015266378
"97",0.0143322133099262
"98",0.00621870094174239
"99",0.0250373837221514
"100",0.0234227781575924
"101",0.0201181243244403
"102",0.0125195438545155
"103",0.0200472077336701
"104",0.00556526886381668
"105",0.00433459102363927
"106",0.0194155297663142
"107",0.0122759501613209
"108",0.016006422525151
"109",0.0141051892645918
"110",0.014545660932372
"111",0.0163034215644174
"112",7.53809574222775e-08
"113",0.0136808256098606
"114",0.0241108631306346
"115",0.00531719816042361
"116",0.0119950145586651
"117",0.0340910294748222
"118",0.00581877602591325
"119",0.0165868430488819
"120",0.0170174715497104
"121",0.014459893285055
"122",0.0127557792071985
"123",0.000895910206216854
"124",0.0100515075705492
"125",0.0086806390074554
"126",0.00363527885985104
"127",0.0107401146193464
"128",0.0194435627870687
"129",0.0213819143982897
"130",0.0123907200864859
"131",0.0133355530291023
"132",0.0196844476154629
"133",0.0195918868177123
"134",0.00371401811457376
"135",0.0154269427156014
"136",0.0072582782519355
"137",0.0173046690885791
"138",0.00733648793966152
"139",0.0128875012508925
"140",0.0233311232256588
"141",0.0155808479743419
"142",0.0111540725751537
"143",0.00268086140130411
"144",0.00990393648529237
"145",0.0251745917813316
"146",0.0148668455989725
"147",0.0147718121093663
"148",0.0134512918051623
"149",0.00263585195563529
"150",0.013179351968488
"151",0.017840351534146
"152",0.0140388344888592
"153",0.0157109018297179
"154",0.0158613460877168
"155",0.008089877423539
"156",0.0129636838034411
"157",0.00647815596924353
"158",0.00605854366783066
"159",0.010703681153534
"160",0.00450861437391709
"161",0.0206297804367958
"162",0.00815410215167998
"163",0.0125568030584664
"164",0.0129550994682464
"165",9.19112799720022e-09
"166",0.0157759093354287
"167",0.00168776449791203
"168",0.0166967684948205
"169",0.0171091349837909
"170",0.0215453144319136
"171",0.00731666114470908
"172",0.0269542793075617
"173",0.0108578900562815
"174",0.00448955347353522
"175",0.0129807591007723
"176",0.0106086765381033
"177",0.042128686531189
"178",0.00553862544821604
"179",0.031567211810301
"180",0.00520332830908128
"181",0.0122386829627853
"182",0.0083353871449322
"183",0.0175109817430553
"184",0.0286189756476409
"185",0.0520606228976287
"186",0.0139276483158581
"187",0.0140557353928662
"188",0.00429901610259687
"189",0.0107505940177307
"190",0.00913711660327475
"191",0.0536666765212457
"192",0.0115775008084271
"193",0.00776882325676046
"194",0.0222834010608626
"195",0.00483430563960669
"196",0.00231440214186069
"197",0.0141382547895437
"198",0.0142454104864915
"199",0.0241473628019831
"200",0.00778055107896902
"201",0.011812336398426
"202",0.0134228955956008
"203",0.0147109686990574
"204",0.00624805654033741
"205",0.0300070719517418
"206",0.0146713548363667
"207",0.00413117525856568
"208",0.00434436854928937
"209",0.000243583655983453
"210",0.0146531930186506
"211",0.00315248445071567
"212",0.0154469645264533
"213",0.0159526065571393
"214",0.0168861884125999
"215",0.00721725948359528
"216",0.0151861780629887
"217",0.00279802558199857
"218",0.00931335102839388
"219",0.0022365018463374
"220",0.0101942406219924
"221",0.0111048096252165
"222",0.00500666003784788
"223",0.0300852553921518
"224",0.0159931780257373
"225",0.00749861038949921
"226",0.00693085464328559
"227",0.0205051601399949
"228",0.00679710031389319
"229",0.0220769654012467
"230",0.00519946262217348
"231",0.0231947683977181
"232",0.00499393451224664
"233",0.033459932756131
"234",0.0121323770945883
"235",0.0315623309888529
"236",0.0176838227327742
"237",0.0135970987768452
"238",0.00409281364874974
"239",0.00998371332183779
"240",0.0230017341517664
"241",0.0134153177522094
"242",0.0153975728577533
"243",0.0218263505037104
"244",0.0436901841333177
"245",0.017093215128497
"246",0.0132345794695555
"247",0.0229895513287307
"248",0.00816263616807616
"249",0.0136217584310735
"250",0.00404500725583237
"251",0.0164876394269568
"252",0.0781521400747102
"253",0.00422049230168579
"254",0.0226872962292234
"255",0.0132326009944865
"256",0.0052519043853451
"257",0.00864957065325622
"258",0.0107611992100139
"259",0.000556756396745929
"260",0.00291577307171826
"261",0.0135250564447989
"262",0.0165000352758763
"263",0.0116097499649465
"264",0.0234697050169219
"265",0.00730191745280731
"266",0.0162870382886235
"267",0.010450956284406
"268",0.0146531930186506
"269",0.0211591736904077
"270",0.0134175573472906
"271",0.036447879852633
"272",0.0224842798431541
"273",0.0128099969397398
"274",0.0126107918998885
"275",0.0168515670093406
"276",0.00437235879877066
"277",0.00379889070828692
"278",0.00534575786894143
"279",0.0116711847609492
"280",0.0167230720817546
"281",0.0193660530907096
"282",0.0131947797676706
"283",0.0203164929181297
"284",0.00270313698678048
"285",0.0133263358010547
"286",0.0431306231186359
"287",0.012533035184661
"288",0.016882734642133
"289",0.00858978011213406
"290",0.0173048255559566
"291",0.0605344526316382
"292",0.00372814696785427
"293",0.0274817648529101
"294",0.0125844449625904
"295",0.0141093219705176
"296",0.0163999308692463
"297",0.00778904441977977
"298",0.0191073430149329
"299",0.0138991251595702
"300",0.0248942043022207
"301",0.00402407815570918
"302",0.0292737203163667
"303",0.0184968052079666
"304",0.00737920283660157
"305",0.00589551101337371
"306",0.0257029607882066
"307",0.0146604466983267
"308",0.00675412445687739
"309",0.0243290941874344
"310",0.00831347825156145
"311",0.0165953083312289
"312",0.0242329878267795
"313",0.00419109380249452
"314",0.00662359970161116
"315",0.0124385137094085
"316",0.00555023257517701
"317",0.0117322845120753
"318",0.0153437096911741
"319",0.0188517935258621
"320",0.00629546618889809
"321",0.0130381450410454
"322",0.018880160812809
"323",0.0134692009686929
"324",0.0210330452311984
"325",0.00724935507904187
"326",0.0361266019725873
"327",0.0283564977456226
"328",0.00532086095051114
"329",0.0106197786262872
"330",0.00933204855688018
"331",0.0140539667350143
"332",0.00587371348130064
"333",0.0152793514926088
"334",0.00961958029609197
"335",0.020340330752049
"336",0.00927297658489382
"337",0.00968720833360153
"338",0.00131524489863217
"339",0.0175225195923345
"340",0.000145369758040619
"341",0.0151315676097493
"342",0.00237231199770562
"343",0.0128844827938837
"344",0.0104088731547902
"345",0.00306945920132749
"346",0.0230733748511866
"347",7.30920615354857e-31
"348",0.00324826051072112
"349",0.0033251306999107
"350",0.00334074259543
"351",0.0114544864764944
"352",0.0237867229450073
"353",0.0181811660870645
"354",0.0139913160258613
"355",0.00806858406943702
"356",0.0234767250606346
"357",0.00331375410218899
"358",0.0110081591941989
"359",0.0088155873478946
"360",0.00151917019976381
"361",0.0247048530361811
"362",0.00741689804313058
"363",0.00592160985664519
"364",0.0109100994629568
"365",0.0196531762605483
"366",0.018472598947667
"367",0.0228460662002732
"368",0.00999733402601828
"369",0.00554368424929665
"370",0.0181563400124547
"371",0.0207086212303417
"372",0.00847179413221351
"373",0.00955338373400551
"374",0.0148631075508641
"375",0.0114552107006619
"376",0.0230437975434971
"377",0.00458946769910377
"378",0.00938944344156187
"379",0.00917023873392446
"380",0.0172398231097316
"381",0.00878248829411468
"382",0.00633703739228593
"383",0.0300236174284492
"384",0.00506673285041602
"385",0.0107220031445782
"386",0.0140842999594752
"387",0.00419966095666635
"388",0.00864211172377599
"389",0.0141804994484763
"390",0.0355270661410298
"391",0.0157393626667833
"392",0.013829288863207
"393",0.0225255404296726
"394",0.0242024775693638
"395",0.0280474431342427
"396",0.013771507912491
"397",0.0130889911798233
"398",0.0147327926513751
"399",0.014385608212385
"400",0.00989246949957714
"401",0.00110076346557505
"402",0.046269098388361
"403",0.0234958017838621
"404",0.00496180359147117
"405",0.015561203711497
"406",0.00836068980459621
"407",0.0138794129069911
"408",0.015434136982006
"409",0.00912519859253555
"410",0.0155168275944688
"411",0.0110818611097879
"412",0.0221286179135913
"413",0.0130340105204504
"414",0.00450247945503647
"415",0.0129744042433122
"416",0.00673439318691886
"417",0.0147789900333263
"418",0.0186376825007257
"419",0.00575064442546974
"420",0.0158446218195264
"421",0.0136689435837469
"422",0.00756110971248806
"423",0.0150668063654573
"424",0.0112423234274034
"425",0.01101891721864
"426",0.0245377935947711
"427",0.00227365252709649
"428",0.00888629734789643
"429",0.0190027141819708
"430",0.00274770934395532
"431",0.00720395971036765
"432",0.0113238679546638
"433",0.0179302034717327
"434",0.012836080028855
"435",0.0060023093360381
"436",0.0226330794647001
"437",0.0237447428520588
"438",0.00805734623548904
"439",0.0181840475652217
"440",0.015011764276495
"441",0.0183944693028825
"442",0.0101176941216711
"443",0.0201916683968904
"444",0.0207306915282434
"445",0.00562584310738035
"446",0.0197347121202067
"447",0.0249541760545948
"448",0.00684677231210198
"449",0.0245318109097571
"450",0.00263496880694147
"451",0.00598835707980134
"452",0.00868382497482844
"453",0.00583072351945981
"454",0.00104619741046547
"455",0.0171965303465749
"456",0.00532548022282946
"457",0.0137621555406939
"458",0.0128210843713093
"459",0.0154923812470117
"460",0.0126085451135059
"461",0.00399954965436843
"462",0.00885734773838032
"463",0.00475815576373409
"464",0.00261677934205024
"465",0.0386081854153856
"466",0.0227509126249786
"467",0.0200316692954323
"468",0.0161112574324302
"469",0.0119454474701745
"470",0.007133044702357
"471",0.0141934750477287
"472",0.00672976734549798
"473",0.00591272795677644
"474",0.0177439287360542
"475",0.00736367450364419
"476",0.0046287370125864
"477",0.00597168144810123
"478",0.0180046740278594
"479",0.0101258653202603
"480",0.0028627185490633
"481",0.0141832930869404
"482",0.0151385845125877
"483",0.0213250917039628
"484",0.0253498216123431
"485",0.00886304871527212
"486",0.0139066773111305
"487",0.0336294034880595
"488",0.00469887715048443
"489",1.15181907166111e-07
"490",0.0587858321269508
"491",0.00996025214089239
"492",0.00774087001331925
"493",0.0289415385430699
"494",0.00373957944345952
"495",0.00575599363704259
"496",0.0133264189846753
"497",0.0149067616695693
"498",0.055845624341873
"499",0.0231167055383321
"500",0.0281635081309757
"501",0.037109249881293
"502",0.0230065216080806
"503",0.0177567308259785
"504",0.0233306800227935
"505",0.0302640342469093
"506",0.024938489355807
"507",0.028247639483886
"508",0.0179409456374554
"509",0.0176642849259628
"510",0.00969823217972207
"511",0.00758129086007944
"512",0.0128593617806921
"513",0.0556281951213769
"514",0.0144214122165811
"515",0.0637795769625725
"516",0.000681763605097194
"517",0.0186167567469809
"518",0.000154320313638073
"519",0.0227122667560409
"520",0.0172372954369625
"521",0.0204186206305187
"522",0.0129261552438142
"523",0.0111435974186892
"524",0.0184492624751966
"525",0.0118503439265663
"526",0.0143755876983682
"527",0.0121389910556451
"528",0.0164042265699981
"529",0.0148641821410194
"530",0.0183991774065723
"531",0.0205464458736377
"532",0.0159830704697674
"533",0.0146679285400509
"534",8.78060512843887e-14
"535",4.48191512388419e-09
"536",0.00555727008996991
"537",0.00708243726918937
"538",0.00906673211003445
"539",0.0259139242014683
"540",0.00792531462663761
"541",0.0183235126584668
"542",0.0147648898001756
"543",0.00641549857011204
"544",0.0208514633542353
"545",0.00201599045185478
"546",0.0143119583165157
"547",0.00208069206463843
"548",0.0108669967286396
"549",0.0038555010136364
"550",0.0100713133246699
"551",0.00328261149217222
"552",0.0119256520316333
"553",0.0179934559857683
"554",0.00659457053308234
"555",0.013955406006167
"556",0.012325994367576
"557",0.0147366824757441
"558",0.0157359097680429
"559",0.0186382084750996
"560",0.0147698436927517
"561",0.0045438720802093
"562",0.00772712270833217
"563",0.0209113209458253
"564",0.0144811059514997
"565",0.0165926503737126
"566",0.0026192556920023
"567",0.0103476503989961
"568",0.0233393444033624
"569",0.0241368837850854
"570",0.0106137780208958
"571",0.0125270140731691
"572",0.014892905842427
"573",0.0251595487817932
"574",0.00324765118244871
"575",0.008176471700466
"576",0.00287423094026504
"577",5.12611945413697e-06
"578",0.0232504893232489
"579",0.023694455921999
"580",0.00221989435590152
"581",0.0022867276236864
"582",0.00669119269940831
"583",0.0162948760338652
"584",0.00240684070169202
"585",0.01796711247002
"586",0.000980950474381069
"587",0.018465227290143
"588",0.00882742686219909
"589",0.010688090199529
"590",0.0134924856010201
"591",0.00455678297655699
"592",0.00611256053778965
"593",0.00527255686825009
"594",0.0131870506966994
"595",0.00614548337096719
"596",0.0385010536820633
"597",0.0376214318772625
"598",0.0129743475031268
"599",0.0105934816900349
"600",0.0150553016974158
"601",0.0195205955182451
"602",0.0233789048344716
"603",0.0134353395141254
"604",0.00996967868332881
"605",0.00981573895989469
"606",0.0237867161314678
"607",0.0226644664395159
"608",0.0279268090842695
"609",0.0170268499619332
"610",0.0151689277682511
"611",0.00507609520333429
"612",0.00302786567024805
"613",0.0061380717253866
"614",0.0199194932238765
"615",0.0147979848747689
"616",0.0136670359630543
"617",0.0195534636966288
"618",0.00409438385289417
"619",0.0340730731822962
"620",0.0139864085489208
"621",0.0121078231058676
"622",0.0204998798009465
"623",0.00452801919966011
"624",0.013148331259586
"625",0.00214703734501864
"626",0.0139234855355276
"627",0.0217656748881735
"628",0.0341825548622157
"629",0.0184609611973319
"630",0.00372104729524516
"631",0.0129942323087703
"632",0.0117261911544434
"633",0.00382959795595496
"634",0.0217456348060628
"635",0.0310990286810237
"636",0.012841924828922
"637",0.00814053784137962
"638",0.0116935225683197
"639",0.0145609774814248
"640",0.0142903541383998
"641",0.0116058743555279
"642",0.0175341226899029
"643",0.0307870579507338
"644",0.0199372952185305
"645",0.00322657150757863
"646",0.002017147859433
"647",0.0161636295927043
"648",0.0106820973523939
"649",0.00851692311042868
"650",0.0133472760395145
"651",0.0149421390023504
"652",0.0090811824931693
"653",0.0238050377676045
"654",0.0300022628626146
"655",0.014286760328374
"656",0.00534198658337318
"657",0.0250220424285546
"658",0.00834666892200936
"659",0.0190532055720271
"660",0.00798034009583509
"661",0.0138940390190212
"662",0.0186345959979268
"663",0.00918210123460223
"664",0.00937065544215059
"665",0.0119876461523772
"666",0.0145575876884624
"667",0.00818569913368691
"668",0.00788534120709664
"669",0.0189468502628826
"670",0.00334567727790127
"671",0.00633097092485283
"672",0.0144841738144129
"673",0.0137212473773955
"674",0.00365023478559937
"675",0.0164440533972119
"676",0.00784163364531925
"677",0.0312545889268489
"678",0.00642007005674259
"679",0.00741596462816099
"680",0.0186746750810448
"681",0.0266912579429306
"682",0.0642876880119302
"683",0.0143870445221975
"684",0.0206206690732453
"685",0.0188751718230829
"686",0.0148752857188611
"687",0.0123823903081704
"688",0.021313831421887
"689",0.0183605638169121
"690",0.0296153288141527
"691",0.00537512192601616
"692",0.0153360060214621
"693",0.0101323306408549
"694",0.00547941233780241
"695",0.0262047473083604
"696",0.00892702149743964
"697",0.00663303275147396
"698",0.0307172264085853
"699",0.00247025305480229
"700",0.00770471048583626
"701",0.0149470749937267
"702",0.0166781625074455
"703",0.013244806271263
"704",0.0186969924776221
"705",0.0165419862937635
"706",0.00982498971340447
"707",0.00329020645441417
"708",0.00660402205147593
"709",0.011684821728172
"710",0.0146948114127859
"711",0.0222586820565255
"712",0.00559622784086592
"713",0.00731910287580593
"714",0.00811382799896565
"715",0.0213443214332299
"716",0.00142830761203529
"717",0.0132001155493877
"718",0.00804098622535141
"719",0.0116626675824614
"720",0.010846526136978
"721",0.00781268079618223
"722",0.00715204049514805
"723",0.000743126142585061
"724",0.0112515494143882
"725",0.0170091554505594
"726",0.0284423640218524
"727",0.00438709519437687
"728",0.01010362120485
"729",0.0219714708158421
"730",0.0145219127031834
"731",0.00336635318523804
"732",0.0215453454809051
"733",0.00499986474019015
"734",0.0134676164763062
"735",0.0354017547258733
"736",0.0223233354114807
"737",0.0165977341987859
"738",0.00675422681775164
"739",0.0117805317616951
"740",0.0128464895200591
"741",0.00741560259069522
"742",0.0134040577989119
"743",0.0159392031442054
"744",0.0131646209153829
"745",0.00594980683230605
"746",0.00624892019956688
"747",0.00901424668485667
"748",0.00206745524033906
"749",0.0154355680339724
"750",0.0241241466434358
"751",0.0120044264787096
"752",0.0201691610792599
"753",0.0188528101035688
"754",0.0366317496235551
"755",0.0162612475322758
"756",0.0113857844051338
"757",0.00664092369357103
"758",0.0292797650780686
"759",0.00170971535979882
"760",7.47231513158298e-07
"761",0.0486108353979691
"762",0.0208565144336101
"763",0.0116695447499798
"764",0.0147405579216536
"765",0.00274353406795379
"766",0.0227992432343396
"767",0.000738070876366317
"768",0.0115787959545002
"769",0.00486980883162542
"770",0.017137425746132
"771",0.00787765603763343
"772",0.00959330782518752
"773",0.0865739614300308
"774",0.0184859564463073
"775",0.0523880389631664
"776",0.0151813013980175
"777",0.00760416889772688
"778",0.015878054403398
"779",0.0138422254760892
"780",0.0270054931280119
"781",0.0175195489071829
"782",0.0176084321917621
"783",0.00543534212785289
"784",0.00468980949528897
"785",0.00586167803211669
"786",0.0103634187080085
"787",0.00879728732993183
"788",0.0226462018894248
"789",0.0439611093772139
"790",0.0124960876099627
"791",0.0116560892889169
"792",0.0212473210475896
"793",0.0160974681386337
"794",0.00457909558819731
"795",0.013478406519153
"796",0.00898978762469626
"797",0.0105698468049038
"798",0.0112435911544768
"799",0.00596689515210706
"800",0.0354201788563475
"801",0.00893449082249426
"802",0.0211147572296426
"803",0.0166279836507743
"804",0.0222333990186317
"805",0.0115065698517763
"806",0.00726753401853388
"807",0.0218781795389839
"808",0.00267347581228468
"809",0.000332437105701537
"810",0.011976544964249
"811",0.0376051265857837
"812",0.024123144051875
"813",0.016550023432479
"814",0.017081958840323
"815",0.0191668405080593
"816",0.00890140948607042
"817",0.00850550824680686
"818",0.0164024894281871
"819",0.0188616248184028
"820",0.0210364021550374
"821",0.0283999745950125
"822",0.0369502814593163
"823",0.0115335393273755
"824",0.0144355962185098
"825",0.00695661524025694
"826",0.00703575257091542
"827",0.0192337450115756
"828",0.00897018003689424
"829",1.24402570696928e-09
"830",0.0245571274073768
"831",0.0113906220343968
"832",0.0453716663399948
"833",0.00724765023060158
"834",0.0041310964501514
"835",0.016205598797968
"836",0.0477995471953189
"837",0.0129850138312105
"838",0.00855496589757055
"839",0.0604360435736425
"840",0.0236071582647512
"841",0.00133484470310474
"842",0.0121179245944374
"843",0.0080861728375167
"844",0.00843003462938958
"845",0.0201768467969416
"846",0.0123762627134027
